,Reaction,Product
46709,C C O C ( = O ) C C ( C ) ( C ) C ( Br ) C # N > A_O,C C O C ( = O ) C 1 C ( C # N ) C 1 ( C ) C
691918,C c 1 c c ( N ) c n c 1 Br . O = C ( O ) c 1 c c c c c 1 Br >,C c 1 c c ( N c 2 c c c c c 2 C ( = O ) O ) c n c 1 Br
640627,O = c 1 c c c 2 c c c c c 2 n 1 C C 1 O C C O 1 > A_O=C(O)C(F)(F)F,O = C C n 1 c ( = O ) c c c 2 c c c c c 2 1
120180,N C ( = O ) C [C@H] ( N ) C ( = O ) O . [Br-] > A_O A_[Na+] A_[K+] A_CCO A_O=S(=O)(O)O,N C ( = O ) C [C@H] ( Br ) C ( = O ) O
714514,C C ( = O ) c 1 c c ( Br ) c s 1 . [Br-] > A_ClCCl A_CO A_[Br-] A_CCCC[N+](CCCC)(CCCC)CCCC,O = C ( C Br ) c 1 c c ( Br ) c s 1
513495,C O C ( = O ) C Br . C c 1 c c ( C = O ) c c c 1 O > A_O=C([O-])[O-] A_Cl A_CC#N A_[Cs+],C O C ( = O ) C O c 1 c c c ( C = O ) c c 1 C
213633,C C O . O = C 1 N c 2 c c c c c 2 C 1 = N O >,C c 1 c c c ( C C ( = O ) N C 2 C ( = O ) N c 3 c c c c c 3 2 ) c c 1
598433,C = C C C C ( O ) c 1 c ( Cl ) n c ( N ) n c 1 Cl > A_ClCCCl,C = C C C C ( = O ) c 1 c ( Cl ) n c ( N ) n c 1 Cl
353740,C N ( C ) C = O . F c 1 c c c c n 1 > A_C1CCOC1 A_CCOC(C)=O A_[Cl-] A_[NH4+] A_[Li+],O = C c 1 c c c n c 1 F
387223,F c 1 c c ( F ) c ( F ) c c 1 F . O C C O > A_[K+] A_CCOC(C)=O A_CS(C)=O A_CC(C)(C)[O-],O C C O c 1 c c ( F ) c ( F ) c c 1 F
813211,Br P ( Br ) Br . O C c 1 c c 2 c c c c c 2 n c 1 Cl > A_ClC(Cl)Cl,Cl c 1 n c 2 c c c c c 2 c c 1 C Br
57198,C c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 Cl . C c 1 c c c c c 1 Cl >,C c 1 c ( Cl ) c c c c 1 [N+] ( = O ) [O-]
209702,C C ( C ) ( O ) C ( C ( = O ) O ) c 1 c c c ( F ) c c 1 > A_CCOCC,C C ( C ) = C ( C ( = O ) O ) c 1 c c c ( F ) c c 1
456205,C C ( = O ) N C c 1 c n c ( Cl ) c ( Cl ) c 1 . C I > A_[Na+] A_CN(C)C=O A_CCOC(C)=O A_[H-],C C ( = O ) N ( C ) C c 1 c n c ( Cl ) c ( Cl ) c 1
108032,C O . O = C ( O ) C 1 C C c 2 c c c c c 2 O 1 > A_O=S(=O)(O)O,C O C ( = O ) C 1 C C c 2 c c c c c 2 O 1
696950,Cl c 1 n c c s 1 . N # C C 1 C C C C C 1 > A_[Na+] A_Cc1ccccc1,N # C C 1 ( c 2 n c c s 2 ) C C C C C 1
476038,C C O . C C O C ( = O ) C C C C C C C # N > A_Cl A_CCOCC,C C O C ( = N ) C C C C C C C ( = O ) O C C
474987,C C C C ( = O ) Cl . C C N c 1 c n o c 1 C > A_ClCCl A_CCN(CC)CC,C C C C ( = O ) N ( C C ) c 1 c n o c 1 C
865678,C O C ( = O ) c 1 c c n c c 1 . N O > A_O A_C1CCOC1 A_[K+] A_CO,O = C ( N O ) c 1 c c n c c 1
539431,C C O C ( = O ) c 1 c c 2 c ( n c 1 N ) C C C 2 > A_[Na+] A_Cl A_CCO A_[OH-],N c 1 n c 2 c ( c c 1 C ( = O ) O ) C C C 2
522809,Br Br . C c 1 c c ( O ) c ( C ( = O ) O ) c n 1 > A_O A_CC(=O)O,C c 1 n c c ( C ( = O ) O ) c ( O ) c 1 Br
176345,C C ( C ) c 1 c c ( C = O ) c s 1 . [OH-] > A_[K+] A_CCO,C C ( C ) c 1 c c ( C ( = O ) O ) c s 1
475250,C n 1 c c ( [N+] ( = O ) [O-] ) c c c 1 = O > A_CO A_CC(=O)O A_[Pd],C n 1 c c ( N ) c c c 1 = O
409990,C O C ( = O ) c 1 c c c ( [N+] ( = O ) [O-] ) o 1 > A_CCOC(C)=O A_[Pd] A_[H][H],C O C ( = O ) c 1 c c c ( N ) o 1
485206,O = C ( [O-] ) [O-] . O c 1 c c c c ( F ) c 1 > A_O A_[K+] A_Cl,O = C ( O ) c 1 c c c ( F ) c c 1 O
170240,C C ( C ) c 1 c c c c c 1 S C C C ( = O ) O > A_O=C(O)C(F)(F)F,C C ( C ) c 1 c c c c 2 c 1 S C C C 2 = O
421276,C C C C ( = O ) C C ( = O ) O C C . O C C C O > A_O A_CCN(CC)CC A_Cc1ccc(S(=O)(=O)O)cc1,C C C C 1 ( C C ( = O ) O C C ) O C C C O 1
195557,C c 1 n c c [nH] 1 . N # C c 1 c c c c ( Br ) c 1 > A_[K+] A_O=C([O-])[O-] A_c1ccncc1,C c 1 n c c n 1 - c 1 c c c c ( C # N ) c 1
771028,C C O C ( = O ) C ( C C ( C ) C ) C ( C ) = O > A_C1CCOC1 A_[Li]CCCC,C = C ( C C ( C ) C ) C ( = O ) O C C
587422,C 1 C C O C 1 . N # C c 1 c c c c n 1 > A_[Na+] A_Cl A_[OH-] A_CCOCC,N C 1 ( c 2 c c c c n 2 ) C C 1
74439,C O c 1 c c c ( Br ) c c 1 . C c 1 c c c c ( O ) c 1 > A_[Na+] A_[H-] A_c1ccncc1,C O c 1 c c c ( O c 2 c c c c ( C ) c 2 ) c c 1
756662,C C ( C ) ( C ) [Si] ( C ) ( C ) Cl . O C [C@H] 1 C C = C [C@H] 1 O > A_ClCCl,C C ( C ) ( C ) [Si] ( C ) ( C ) O C [C@H] 1 C C = C [C@H] 1 O
28219,C C ( = O ) C C ( N ) = O . O C C S > A_O,C C 1 = C ( C ( N ) = O ) S C C O 1
122965,C O C ( = O ) c 1 n c c c c 1 C ( = O ) O . O = S ( Cl ) Cl >,C O C ( = O ) c 1 n c c c c 1 C ( = O ) Cl
2511,O = C 1 C O c 2 c c c c c 2 O C 1 . [C-] # N > A_O A_[Na+] A_[K+] A_O=C([O-])[O-] A_CC(=O)OC(C)=O,N # C C 1 ( O ) C O c 2 c c c c c 2 O C 1
846115,C N 1 C C C C 2 C N ( C c 3 c c c c c 3 ) C C 2 1 > A_CO A_CCOC(C)=O A_[OH-],C N 1 C C C C 2 C N C C 2 1
210694,C C O C ( = O ) C Br . C O c 1 c c ( O ) c c c 1 Br > A_[Na+] A_CN(C)C=O A_[H-],C C O C ( = O ) C O c 1 c c c ( Br ) c ( O C ) c 1
240166,C 1 C C N C C 1 . O = C ( Cl ) c 1 c c c c c 1 > A_O A_[Na+] A_[OH-] A_Cc1ccccc1,O = C ( c 1 c c c c c 1 ) N 1 C C C C C 1
574461,C c 1 c ( Br ) c c c c 1 C ( N ) = O > A_C1CCOC1 A_CO A_Cl,C c 1 c ( Br ) c c c c 1 C N
590523,C C ( = O ) c 1 c c c 2 [nH] n c c 2 c 1 . N O > A_O A_[Na+] A_Cl A_CCO A_CC(=O)[O-],C C ( = N O ) c 1 c c c 2 [nH] n c c 2 c 1
297435,C = C ( C Cl ) C S ( = O ) ( = O ) c 1 c c c c c 1 . [Br-] > A_[Na+] A_CN(C)C=O,C = C ( C Br ) C S ( = O ) ( = O ) c 1 c c c c c 1
25723,C C C C ( C # N ) C C C . O . O = N [O-] > A_[Na+],C C C C ( C C C ) C ( = O ) O
111252,C C ( = O ) c 1 c c ( F ) c ( Cl ) c c 1 Cl . O = [PH2] [O-] > A_[Na+],O = C ( O ) c 1 c c ( F ) c ( Cl ) c c 1 Cl
487065,C # C C O . O = C 1 C C c 2 c c ( Br ) c c c 2 1 > A_CN(C)C=O A_CCN(CC)CC,O = C 1 C C c 2 c c ( C # C C O ) c c c 2 1
357021,C C O C ( = O ) c 1 c c 2 c c ( Br ) c c c 2 [nH] 1 >,O C c 1 c c 2 c c ( Br ) c c c 2 [nH] 1
121579,C N c 1 c c c c c 1 C Cl . S c 1 n c c [nH] 1 > A_Cl A_CCO,C N c 1 c c c c c 1 C S c 1 n c c [nH] 1
97114,C O C ( O C ) N ( C ) C . C c 1 c c n c c 1 C # N > A_CN(C)C=O,C N ( C ) C = C c 1 c c n c c 1 C # N
563505,N C ( = O ) c 1 c c c ( F ) c c 1 . O = C ( C Cl ) C Cl > A_CCO,F c 1 c c c ( - c 2 n c ( C Cl ) c o 2 ) c c 1
892631,C O c 1 c c c c ( Br ) c 1 C ( = O ) O . O = C ( [O-] ) [O-] > A_[K+] A_CN(C)C=O,C O C ( = O ) c 1 c ( Br ) c c c c 1 O C
669887,C O . O = C ( O ) c 1 c c 2 c ( s 1 ) C C N C 2 > A_O=S(Cl)Cl,C O C ( = O ) c 1 c c 2 c ( s 1 ) C C N C 2
79717,C O c 1 c c c ( C C N C = O ) c c 1 O C > A_N,C O c 1 c c 2 c ( c c 1 O C ) C C N = C 2
268417,O = C ( C C C C C C C Br ) c 1 c c c ( Cl ) c c 1 . [OH-] > A_[Na+] A_CCO,O = C ( C C C C C C C O ) c 1 c c c ( Cl ) c c 1
213885,C O c 1 c c c ( O C ) c ( N ) c 1 . O = C ( [O-] ) [O-] > A_[K+] A_CC#N,C N c 1 c c ( O C ) c c c 1 O C
619498,C O C ( = O ) c 1 c c ( Cl ) n c ( C ) c 1 N > A_O A_[Na+] A_CO A_[OH-] A_CCOCC,C c 1 n c ( Cl ) c c ( C ( = O ) O ) c 1 N
255648,Br Br . C n 1 c n c 2 c c ( N ) c c c 2 1 > A_CC(=O)O A_N,C n 1 c n c 2 c ( Br ) c ( N ) c c c 2 1
700244,O = [N+] ( [O-] ) c 1 c c c ( O ) c ( F ) c 1 > A_CO A_[Pd],N c 1 c c c ( O ) c ( F ) c 1
777741,C C c 1 c c ( Br ) c c c 1 I . C O B ( O C ) O C > A_C1CCOC1 A_Cl A_[Li]CCCC,C C c 1 c c ( Br ) c c c 1 B ( O ) O
591826,O = C 1 O C C 2 C [C@] 1 2 c 1 c c c ( Cl ) c ( Cl ) c 1 > A_C1CCOC1 A_ClCCl,O C C 1 C [C@@] 1 ( C O ) c 1 c c c ( Cl ) c ( Cl ) c 1
218581,C C ( C ) C ( O ) C ( C ) C . C S ( = O ) ( = O ) Cl > A_ClCCl A_CCN(CC)CC,C C ( C ) C ( O S ( C ) ( = O ) = O ) C ( C ) C
237225,N C 1 C C 1 . O = S ( = O ) ( Cl ) C C C C C C C C C C C Br >,O = S ( = O ) ( C C C C C C C C C C C Br ) N C 1 C C 1
648639,N # C c 1 c c c ( Cl ) n c 1 . O C 1 C C N C C 1 > A_O A_[K+] A_CN(C)C=O A_O=C([O-])[O-],N # C c 1 c c c ( N 2 C C C ( O ) C C 2 ) n c 1
22779,C N ( C ) C C O C 1 C C N ( C c 2 c c c c c 2 ) C 1 > A_CCO A_[H][H],C N ( C ) C C O C 1 C C N C 1
184680,C C [N+] ( = O ) [O-] . C O c 1 c c c ( C = O ) c c 1 O C >,C O c 1 c c c ( C = C ( C ) [N+] ( = O ) [O-] ) c c 1 O C
750983,C C ( O ) C ( C ) ( C ) c 1 c c c ( F ) c ( Br ) c 1 > A_O A_ClCCl,C C ( = O ) C ( C ) ( C ) c 1 c c c ( F ) c ( Br ) c 1
499988,C C 1 ( C ) C ( = O ) C C C 1 = O > A_CO A_CCOCC A_CCCCCC,C C 1 ( C ) C ( = O ) C = C C 1 = O
632448,C O c 1 c c c 2 c ( C C ( = O ) O ) c o c 2 c 1 . Cl C Cl >,C O C ( = O ) C c 1 c o c 2 c c ( O C ) c c c 1 2
188531,C C O C ( = O ) C ( C ) ( C ) c 1 c c c n c 1 > A_O A_Cl A_CCO A_[OH-] A_[Li+],C C ( C ) ( C ( = O ) O ) c 1 c c c n c 1
872915,O = [N+] ( [O-] ) c 1 c n n ( C C c 2 c c c c c 2 ) c 1 > A_CCOC(C)=O A_CCO,N c 1 c n n ( C C c 2 c c c c c 2 ) c 1
128709,F c 1 c c c c c 1 . O = C ( Cl ) C C C C C ( = O ) Cl > A_Cl A_[Cl-],O = C ( C C C C C ( = O ) c 1 c c c ( F ) c c 1 ) c 1 c c c ( F ) c c 1
280611,N c 1 c c c n c 1 . O C C ( F ) ( F ) F > A_[K+] A_O=C([O-])[O-] A_O=C(O)C(F)(F)F,F C ( F ) ( F ) C O c 1 c c c n c 1
386578,C 1 C N C C N 1 . C O c 1 c c c 2 n c ( Cl ) s c 2 c 1 > A_C1CCOC1 A_CCN(CC)CC,C O c 1 c c c 2 n c ( N 3 C C N C C 3 ) s c 2 c 1
66658,O = C ( [O-] ) / C = C / C ( = O ) [O-] . [NH4+] > A_[K+] A_O=C([O-])[O-] A_[NH4+] A_O=S(=O)([O-])[O-] A_[Mg+2],N [C@@H] ( C C ( = O ) O ) C ( = O ) O
90024,Br c 1 c n c c 2 c c c c c 1 2 . C # C C C O > A_ClCCl A_CCN(CC)CC A_c1ccc(P(c2ccccc2)c2ccccc2)cc1,O C C C # C c 1 c n c c 2 c c c c c 1 2
156052,C C O . O = C ( O ) C 1 C C S c 2 c c c ( Cl ) c c 2 1 > A_O=S(=O)(O)O,C C O C ( = O ) C 1 C C S c 2 c c c ( Cl ) c c 2 1
282247,C C ( = O ) O C ( C ) c 1 n c n c ( Cl ) c 1 I > A_[Na+] A_CCO A_[OH-],C C ( O ) c 1 n c n c ( Cl ) c 1 I
394982,C n 1 c c n c 1 S . O C C 1 ( C O ) C C C 1 > A_ClCCl A_c1ccc(P(c2ccccc2)c2ccccc2)cc1,C n 1 c c n c 1 S C C 1 ( C O ) C C C 1
860906,C O c 1 c c c 2 c c ( I ) c ( N ) c c 2 c 1 . Cl > A_O A_[Na+],C O c 1 c c c 2 c c ( I ) c ( Cl ) c c 2 c 1
362161,C 1 C C N C 1 . Cl c 1 c c c ( I ) c n 1 > A_O A_CC(=O)N(C)C,I c 1 c c c ( N 2 C C C C 2 ) n c 1
13777,O = C ( C Br ) N 1 C C C c 2 c c c c c 2 1 > A_O A_[Cl-],O = C 1 C c 2 c c c c 3 c 2 N 1 C C C 3
460600,O = [N+] ( [O-] ) c 1 c c ( Br ) c c c 1 N C C 1 C C 1 > A_O A_CCO A_[Cl-] A_[NH4+],N c 1 c c ( Br ) c c c 1 N C C 1 C C 1
697055,C 1 C C N C C 1 . O = C c 1 c c c ( F ) c c 1 Br > A_[K+] A_CN(C)C=O A_O=C([O-])[O-] A_CCOC(C)=O A_CCCCCC,O = C c 1 c c c ( N 2 C C C C C 2 ) c c 1 Br
490564,C # C O C C . C S c 1 n c ( C ) c c ( Cl ) n 1 > A_O A_C1CCOC1 A_[Na+] A_[OH-] A_c1ccc(P(c2ccccc2)c2ccccc2)cc1 A_CC(=O)[O-],C C O / C = C / c 1 c c ( C ) n c ( S C ) n 1
229431,C C ( = O ) O C ( C ) = O . N C [C@H] ( O ) C Cl > A_C1CCOC1 A_Cl A_CCN(CC)CC,C C ( = O ) N C [C@H] ( O ) C Cl
120490,C C O . O = C ( O ) C C C C C C C C C C Br > A_[K+] A_CCOC(C)=O A_[OH-],C C O C C C C C C C C C C C ( = O ) O
225679,C c 1 c c c ( [Mg] Cl ) c c 1 . Cl c 1 c c c ( Br ) c c 1 > A_C1CCOC1 A_O=S(=O)(O)O,C c 1 c c c ( - c 2 c c c ( Cl ) c c 2 ) c c 1
593954,C c 1 c ( C O ) s c ( C ( = O ) O ) c 1 C > A_CC(=O)O,C c 1 c ( C = O ) s c ( C ( = O ) O ) c 1 C
199990,C C N C C . O = C c 1 c c c ( C ( = O ) O ) c c 1 > A_ClCCl A_CN(C)C=O A_CCO A_O=S(Cl)Cl,C C N ( C C ) C ( = O ) c 1 c c c ( C = O ) c c 1
383859,C O . O = C ( O ) c 1 c [nH] c 2 n c c c c 1 2 > A_O=S(=O)(O)O,C O C ( = O ) c 1 c [nH] c 2 n c c c c 1 2
291594,C C ( C ) C O . N # C C [C@@H] ( O ) C C ( = O ) O > A_[Na+] A_O=C([O-])[O-] A_O=S(=O)(O)O,C C ( C ) C O C ( = O ) C [C@H] ( O ) C C # N
607616,C C C ( C ) C C O S ( N ) ( = O ) = O > A_ClCCl,C C C 1 ( C ) C C O S ( = O ) ( = O ) N 1
522896,C c 1 c c c ( C ( C ) ( C ) C ) c c 1 Br > A_O A_[Na+] A_CCO A_[OH-] A_[Na] A_ClC(Cl)(Cl)Cl,C c 1 c c c ( C ( C ) ( C ) C ) c c 1
246470,Br C c 1 c c c c c 1 . O = C ( O ) [C@@H] ( O ) C C 1 C C C 1 > A_CN(C)C=O,O = C ( O C c 1 c c c c c 1 ) [C@@H] ( O ) C C 1 C C C 1
331149,N C C C N . O = C 1 O C ( = O ) c 2 n c c n c 2 1 > A_CCO,N C C C N C ( = O ) c 1 n c c n c 1 C ( = O ) O
211359,C C C 1 C c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 C = N 1 > A_O A_[Na+] A_CO,C C C 1 C c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 C N 1
682606,C 1 C C O C 1 . Cl c 1 c c c ( Cl ) n n 1 > A_O A_[Na+] A_CO A_C[O-],C O c 1 c c c ( Cl ) n n 1
878246,C C C ( C # N ) ( C C # N ) N = N c 1 c c c c c 1 > A_ClCCl A_[K+] A_O=C([O-])[O-],N # C c 1 c c ( N ) n ( - c 2 c c c c c 2 ) n 1
247351,C O C ( = O ) C C C ( = O ) c 1 c c c c c 1 . N O > A_[Na+] A_CO A_Cl A_CC(=O)[O-],C O C ( = O ) C C / C ( = N \ O ) c 1 c c c c c 1
577942,C O C ( = O ) C ( N = [N+] = [N-] ) c 1 c c c c c 1 I > A_O A_C1CCOC1 A_c1ccc(P(c2ccccc2)c2ccccc2)cc1,C O C ( = O ) C ( N ) c 1 c c c c c 1 I
525915,C C c 1 c c c ( Br ) c ( C C ) c 1 C Cl . [C-] # N > A_C1CCOC1 A_[Na+] A_CN(C)C=O A_CCOC(C)=O,C C c 1 c c c ( Br ) c ( C C ) c 1 C C # N
776661,C O C c 1 c c c c c 1 [N+] ( = O ) [O-] > A_CO A_[H][H],C O C c 1 c c c c c 1 N
593276,C C C C I . C O C ( = O ) c 1 c c n c c 1 . [OH-] > A_O A_[Na+] A_Cl A_Cc1ccccc1 A_CC#N A_CC(C)=O,C C C C n 1 c c c ( C ( = O ) O ) c c 1 = O
898496,C = C C = C . C C ( = O ) O . O = O . O C C C C O >,C C C = C ( O C ( C ) = O ) O C ( C ) = O
564561,C O c 1 c c ( C ( = O ) O ) c c n 1 . O = S ( Cl ) Cl > A_Cc1ccccc1,C O c 1 c c ( C ( = O ) Cl ) c c n 1
35297,N # C c 1 c ( [N+] ( = O ) [O-] ) c c c ( Cl ) c 1 Cl . [Cl-] > A_[Cl-] A_CN1CCCC1=O A_[Li+],N # C c 1 c ( Cl ) c c c ( Cl ) c 1 Cl
325323,C [O-] . C c 1 c c ( Br ) c c ( C ) c 1 O C C C C C C C Br > A_[Na+] A_CO,C O C C C C C C C O c 1 c ( C ) c c ( Br ) c c 1 C
686248,C C O C ( = O ) c 1 c n n ( C ) c 1 N . C S S C > A_ClC(Cl)Cl,C C O C ( = O ) c 1 c n n ( C ) c 1 S C
347916,N C 1 C C c 2 c c c c c 2 N C 1 = O . [N-] = [N+] = [N-] > A_[Na+],[N-] = [N+] = N C 1 C C c 2 c c c c c 2 N C 1 = O
20084,C C ( = O ) c 1 c ( C ) c [nH] c 1 C . C C ( C ) = O > A_CC(=O)O A_O=S(=O)(O)O,C C ( = O ) c 1 c ( C ) [nH] c ( C ( C ) C ) c 1 C
99049,N C C N . O = C c 1 c c ( F ) c c ( F ) c 1 > A_[Na+] A_CO,N C C N C c 1 c c ( F ) c c ( F ) c 1
709309,F c 1 c c c c ( C Br ) c 1 F . O = C 1 C C C N 1 > A_O A_[Na+] A_CN(C)C=O A_[H-],O = C 1 C C C N 1 C c 1 c c c c ( F ) c 1 F
520529,N = C ( N ) c 1 c c c n c 1 . S C ( Cl ) ( Cl ) Cl > A_O A_[Na+] A_ClCCl A_Cl A_[OH-],Cl c 1 n c ( - c 2 c c c n c 2 ) n s 1
518928,C C ( C ) ( C ) c 1 c c ( C O ) o n 1 . O = S ( Cl ) Cl > A_ClCCl,C C ( C ) ( C ) c 1 c c ( C Cl ) o n 1
434151,C I . Cl c 1 c c c c 2 c c [nH] c 1 2 > A_[Na+] A_CN(C)C=O A_CCOC(C)=O A_[H-],C n 1 c c c 2 c c c c ( Cl ) c 2 1
311647,Cl c 1 c c c ( Br ) c c 1 . N C C 1 C C N C C 1 >,Cl c 1 c c c ( N C C 2 C C N C C 2 ) c c 1
764893,C C ( C ) = O . O = C c 1 c c c c c 1 O > A_O A_[Na+] A_Cl A_CCO A_[OH-],C C ( = O ) C = C c 1 c c c c c 1 O
314496,C C ( C C C 1 = C C C C 1 = O ) O C c 1 c c c c c 1 > A_CCOCC A_CCCCC,C C ( C C C 1 C C C C 1 = O ) O C c 1 c c c c c 1
178286,C S c 1 c c c ( N = C = O ) c c 1 . O N C 1 C C C C C 1 > A_Cl,C S c 1 c c c ( N C ( = O ) N ( O ) C 2 C C C C C 2 ) c c 1
582394,O = [N+] ( [O-] ) c 1 c c ( I ) c c ( I ) c 1 > A_O A_[Na+] A_CCO A_[OH-],N c 1 c c ( I ) c c ( I ) c 1
308940,C O C ( = O ) C C ( O ) C ( C ) ( C ) C # N > A_C1CCOC1 A_[Na+] A_CO A_Cl A_CCOC(C)=O,C C ( C ) ( C # N ) C ( O ) C C O
539408,C O C ( = O ) c 1 c c c ( C C C # N ) n c 1 N > A_[Na+] A_CO A_Cl A_[OH-],N # C C C c 1 c c c ( C ( = O ) O ) c ( N ) n 1
435792,C / C ( N ) = C ( / C # N ) C ( N ) = S > A_CO,C c 1 n s c ( N ) c 1 C # N
393295,C # C C C O . C C ( = O ) O c 1 c c c c ( I ) c 1 > A_CC#N,C C ( = O ) O c 1 c c c c ( C # C C C O ) c 1
653045,C C O C ( = O ) C Br . O c 1 c c c ( S ) c c 1 > A_[K+] A_CN(C)C=O A_O=C([O-])[O-],C C O C ( = O ) C S c 1 c c c ( O ) c c 1
455037,O = C ( C Cl ) N c 1 c c c c c 1 - c 1 c c c c c 1 > A_[Cl-],O = C 1 C c 2 c c c c c 2 - c 2 c c c c c 2 N 1
667963,C O B ( O C ) O C . C O c 1 c c c ( F ) c c 1 > A_C1CCOC1 A_[Na+] A_CC(=O)O A_[Li]CCCC,C O c 1 c c c ( F ) c ( O ) c 1
330236,N c 1 c c c 2 [nH] c ( = O ) o c 2 c 1 . O = [N+] ( [O-] ) [O-] > A_[Na+] A_O=C(O)C(F)(F)F,N c 1 c c 2 o c ( = O ) [nH] c 2 c c 1 [N+] ( = O ) [O-]
544533,[C-] # N . [O-] [n+] 1 c c c c 2 c c c c c 2 1 > A_O A_[K+] A_C1COCCO1,N # C c 1 c c c 2 c c c c c 2 n 1
346637,C N ( C ) C ( = O ) C c 1 c [nH] c 2 s c c c 1 2 > A_C1CCOC1,C N ( C ) C C c 1 c [nH] c 2 s c c c 1 2
553679,C O C 1 C C C ( C 2 C C O C 2 = O ) C C 1 . [NH4+] > A_CCO A_[OH-],C O C 1 C C C ( C 2 C C N C 2 = O ) C C 1
248643,C C O C ( = O ) C C O c 1 c c c ( O C ) c c 1 Cl > A_O A_C1CCOC1,C O c 1 c c c ( O C C C ( = O ) O ) c ( Cl ) c 1
512210,Cl C C C C Cl . O c 1 c c c ( Cl ) c c 1 > A_O A_[Na+] A_[OH-] A_[Cl-],Cl C C C C O c 1 c c c ( Cl ) c c 1
397723,C . C = C 1 C ( = O ) C 2 C C C 1 C 2 > A_CCOCC,O = C 1 C 2 C C C ( C 2 ) C 1 2 C C 2
377271,C C = C C C ( = O ) O . C O c 1 c c c c c 1 O C >,C C C 1 C C ( = O ) c 2 c c ( O C ) c ( O C ) c c 2 1
277987,C C C ( Br ) C ( = O ) O C . C O C ( = O ) C S > A_[Na+] A_CO A_C[O-],C O C ( = O ) C C C S C C ( = O ) O C
113410,O = C 1 O C ( = O ) C 2 C C ( F ) ( F ) C C C 1 2 >,O = C 1 O C ( = O ) c 2 c c ( F ) c c c 2 1
54620,O = S ( Cl ) Cl . O C C 1 C O c 2 c c c c c 2 O 1 >,Cl C C 1 C O c 2 c c c c c 2 O 1
603805,C C C C c 1 n o c ( C ) c 1 C O . O = S ( Cl ) Cl > A_ClCCl,C C C C c 1 n o c ( C ) c 1 C Cl
745510,C N c 1 c c c 2 n c c n c 2 c 1 [N+] ( = O ) [O-] > A_O A_CO,C N c 1 c c c 2 n c c n c 2 c 1 N
826251,C O c 1 c c c c ( C ( C ) = O ) c 1 . C [Mg] I > A_CCOCC,C O c 1 c c c c ( C ( C ) ( C ) O ) c 1
716957,N c 1 c c c c ( Br ) c 1 [N+] ( = O ) [O-] . O = C [O-] > A_[Pd] A_[NH4+] A_O=CO,Br c 1 c c c c 2 [nH] c n c 1 2
489647,C O N . O = C c 1 c c c c 2 [nH] c c c 1 2 > A_O A_Cl A_c1ccncc1,C O N = C c 1 c c c c 2 [nH] c c c 1 2
219840,C 1 C C N C 1 . C C ( = O ) c 1 c c ( O ) c c c 1 O > A_CC#N A_CC(C)=O,C C 1 ( C ) C C ( = O ) c 2 c c ( O ) c c c 2 O 1
478271,C C ( C ) = C C N . O = S ( = O ) ( O ) O > A_Cl,C C ( C ) ( C C N ) O S ( = O ) ( = O ) O
104691,O = C ( O ) C = C c 1 c c c 2 c ( c 1 ) O C O 2 > A_CO A_[Pd] A_[H][H],O = C ( O ) C C c 1 c c c 2 c ( c 1 ) O C O 2
549079,O C C N 1 C C 2 ( C C 2 ) C 2 ( C 1 ) O C C O 2 > A_Cl A_CC(C)=O,O = C 1 C N ( C C O ) C C 1 2 C C 2
46039,C C C C n 1 c ( N ) c ( N ) c ( = O ) [nH] c 1 = O . O = C O >,C C C C n 1 c ( = O ) [nH] c ( = O ) c 2 [nH] c n c 2 1
639774,C C O c 1 c c c c c 1 C = O . N C ( = O ) C O >,C C O c 1 c c c c c 1 C 1 N C ( = O ) C O 1
658127,C N 1 C c 2 c ( Br ) c c c c 2 C 1 = O . O = [N+] ( [O-] ) O > A_O=S(=O)(O)O,C N 1 C c 2 c ( Br ) c c c ( [N+] ( = O ) [O-] ) c 2 C 1 = O
882057,N # C c 1 c c c ( Cl ) c c 1 . O C 1 C C O C C 1 > A_[Na+] A_CN(C)C=O A_CC(=O)O A_[H-] A_CC(C)(C)O,N # C c 1 c c c ( O C 2 C C O C C 2 ) c c 1
24464,C O c 1 c c ( [N+] ( = O ) [O-] ) c ( C ) c c 1 N > A_O,C O c 1 c c ( N ) c ( C ) c c 1 N
424465,C C ( = O ) O [C@H] ( C Br ) C c 1 c c ( F ) c c c 1 O > A_CO A_Cl,O c 1 c c c ( F ) c c 1 C [C@H] ( O ) C Br
872728,C C [N+] ( = O ) [O-] . O = C c 1 c c c ( F ) c c 1 > A_[K+] A_CO A_Cl A_CC(=O)[O-],C / C ( = C \ c 1 c c c ( F ) c c 1 ) [N+] ( = O ) [O-]
382249,C C ( = O ) O O . Cl c 1 c c c 2 c ( Cl ) c c n c 2 c 1 >,[O-] [n+] 1 c c c ( Cl ) c 2 c c c ( Cl ) c c 2 1
157782,N = C ( N ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 > A_[Na+] A_C[O-],C c 1 c c n c ( - c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) n 1
359771,C C C = N n 1 c c ( C ) c 2 c c c c c 2 1 > A_O A_[Na+] A_CC(=O)O A_[H][H] A_CN1CCCC1=O A_CCCCCCC,C C C N n 1 c c ( C ) c 2 c c c c c 2 1
